Landcode;Levensnummer;Werknummer;Geboortedatum;Haarkleur;Geslacht;Landcode_moeder;Levensnummer_moeder;Aanvoer;Afvoer;UBN
BE;129740006;0006;11-02-2024;Zwartbont;M;BE;517439096;08-05-2024;;6259491
LU;318500009;0009;26-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;329940011;0011;15-05-2024;Zwartbont;M;BE;360940398;16-08-2024;;6259491
LU;518500011;0011;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;318500012;0012;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;830020015;0015;08-05-2024;Zwartbont;M;BE;913719703;09-08-2024;;6259491
BE;030020019;0019;28-03-2024;Roodbont;M;BE;715409856;24-06-2024;;6259491
BE;929480022;0022;14-02-2024;Zwart-wit;M;BE;217680389;08-05-2024;;6259491
BE;529760025;0025;16-05-2024;Rood-wit;M;BE;417335071;16-08-2024;;6259491
BE;929740032;0032;04-04-2024;Zwartbont;M;BE;714818943;24-06-2024;;6259491
LU;218550045;0045;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;018550046;0046;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;698100479;0047;02-04-2024;Zwartbont;M;NL;573713284;24-06-2024;;6259491
LU;918550047;0047;14-02-2024;Zwartbont;M;;;08-05-2024;;6259491
BE;829500049;0049;14-02-2024;Zwart-wit;M;BE;614753570;08-05-2024;;6259491
BE;833890049;0049;02-04-2024;Zwartbont;M;BE;215979173;24-06-2024;;6259491
LU;218500052;0052;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;323710073;0073;13-03-2024;Zwartbont;M;BE;814493220;24-06-2024;;6259491
LU;818550123;0123;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;121040156;0156;02-05-2024;Roodbont;M;BE;113193739;09-08-2024;;6259491
BE;121040157;0157;03-05-2024;Zwartbont;M;BE;215077834;09-08-2024;;6259491
BE;621040159;0159;08-05-2024;Roodbont;M;BE;512747070;09-08-2024;;6259491
BE;221040164;0164;09-05-2024;Roodbont;M;BE;215077848;09-08-2024;;6259491
BE;521550164;0164;03-01-2024;Zwart-wit;M;BE;714902535;11-04-2024;;6259491
BE;121550167;0167;03-01-2024;Zwartbont;M;NL;723440981;11-04-2024;;6259491
NL;697402367;0236;01-04-2024;Zwartbont;M;NL;671499437;24-06-2024;;6259491
NL;678302497;0249;16-05-2024;Roodbont;M;NL;965099134;09-08-2024;;6259491
NL;678302505;0250;15-05-2024;Roodbont;M;NL;711799547;16-08-2024;;6259491
NL;678302512;0251;14-05-2024;Roodbont;M;NL;709294472;16-08-2024;;6259491
BE;320780287;0287;01-04-2024;Zwartbont;M;BE;021490107;24-06-2024;;6259491
LU;918340323;0323;07-05-2024;Roodbont;M;;;09-08-2024;;6259491
FR;5502990323;0323;23-12-2023;Zwartbont;M;FR;5502706089;11-04-2024;;6259491
BE;520970332;0332;02-04-2024;Zwartbont;M;BE;121200200;24-06-2024;;6259491
NL;542404054;0405;06-11-2018;Zwartbont;M;NL;631520463;25-03-2019;;6259491
LU;518380422;0422;29-04-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;466700427;0427;12-02-2024;Zwart-wit;M;BE;363847814;08-05-2024;;6259491
BE;220280431;0431;11-05-2024;Zwartbont;M;BE;028361838;09-08-2024;;6259491
LU;618400448;0448;30-04-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;418400449;0449;13-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;418400452;0452;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;674704877;0487;14-02-2024;Zwartbont;M;NL;746304004;08-05-2024;;6259491
LU;718380502;0502;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;818380507;0507;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;875405119;0511;11-02-2024;Zwart-wit;M;DE;0360782398;08-05-2024;;6259491
LU;118360532;0532;11-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;636805341;0534;03-04-2024;Zwartbont;M;NL;889602267;24-06-2024;;6259491
BE;519400540;0540;14-02-2024;Rood-wit;M;BE;318440250;08-05-2024;;6259491
LU;118360545;0545;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;718380547;0547;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;418360549;0549;17-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;624305497;0549;16-05-2024;Zwartbont;M;NL;634502851;09-08-2024;;6259491
NL;634105496;0549;01-11-2023;Zwartbont;M;NL;643902426;01-02-2024;;6259491
BE;418920554;0554;10-02-2024;Eenkleurig zwart;M;BE;417430262;08-05-2024;;6259491
BE;019770558;0558;13-02-2024;Zwart-wit;M;BE;212715438;08-05-2024;;6259491
NL;591905652;0565;12-05-2024;Zwartbont;M;NL;949902481;09-08-2024;;6259491
NL;629805668;0566;03-05-2024;Zwartbont;M;NL;893700948;09-08-2024;;6259491
NL;608305673;0567;02-05-2024;Zwartbont;M;NL;639799092;09-08-2024;;6259491
NL;698105676;0567;30-03-2024;Zwartbont;M;NL;727404208;24-06-2024;;6259491
NL;636905728;0572;29-03-2024;Zwartbont;M;NL;728104239;24-06-2024;;6259491
NL;567005896;0589;08-01-2024;Zwartbont;M;NL;621343324;11-04-2024;;6259491
LU;318380602;0602;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;618980607;0607;29-03-2024;Zwartbont;M;BE;418930372;24-06-2024;;6259491
LU;018380609;0609;13-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;918380613;0613;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;875106142;0614;08-01-2024;Zwartbont;M;NL;581301129;11-04-2024;;6259491
NL;661206199;0619;04-05-2024;Zwartbont;M;NL;606843140;16-08-2024;;6259491
NL;591506253;0625;31-03-2024;Roodbont;M;NL;844304854;24-06-2024;;6259491
NL;714506306;0630;25-04-2024;Roodbont;M;NL;586903728;09-08-2024;;6259491
NL;714506313;0631;10-05-2024;Roodbont;M;NL;583702014;09-08-2024;;6259491
NL;640806327;0632;26-01-2024;Zwartbont;M;NL;737503281;08-05-2024;;6259491
NL;640806334;0633;25-01-2024;Zwartbont;M;NL;899799029;08-05-2024;;6259491
NL;713606465;0646;31-12-2023;Zwartbont;M;NL;689902873;11-04-2024;;6259491
NL;585306490;0649;09-01-2024;Zwartbont;M;NL;575896936;11-04-2024;;6259491
NL;637506515;0651;16-02-2024;Zwartbont;M;NL;736103996;08-05-2024;;6259491
NL;924206616;0661;12-02-2024;Zwartbont;M;NL;572294524;08-05-2024;;6259491
NL;759906736;0673;05-01-2024;Roodbont;M;NL;929603704;11-04-2024;;6259491
NL;637506856;0685;03-01-2024;Zwartbont;M;NL;640697606;11-04-2024;;6259491
BE;066650695;0695;10-02-2024;Zwart-wit;M;BE;358761356;08-05-2024;;6259491
NL;679306964;0696;01-02-2024;Zwartbont;M;NL;643401738;01-07-2024;;6259491
NL;891707101;0710;12-05-2024;Zwartbont;M;NL;612405165;09-08-2024;;6259491
NL;737707232;0723;06-01-2024;Zwartbont;M;NL;576384432;11-04-2024;;6259491
NL;648907356;0735;04-08-2021;Zwartbont;M;NL;734091769;26-11-2021;;6259491
LU;118360742;0742;07-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;765607511;0751;15-02-2024;Zwartbont;M;NL;609495432;08-05-2024;;6259491
NL;540607536;0753;03-04-2024;Zwartbont;M;NL;575500602;24-06-2024;;6259491
BE;218720758;0758;01-04-2024;Zwartbont;M;BE;517313157;24-06-2024;;6259491
LU;218350766;0766;10-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;318320772;0772;06-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;688207777;0777;09-01-2024;Zwartbont;M;NL;672103616;11-04-2024;;6259491
NL;928807778;0777;08-01-2024;Zwartbont;M;NL;738291673;11-04-2024;;6259491
LU;618350778;0778;06-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;688207784;0778;09-01-2024;Zwartbont;M;NL;609502732;11-04-2024;;6259491
LU;418350779;0779;09-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;688207791;0779;09-01-2024;Zwartbont;M;NL;672103685;11-04-2024;;6259491
BE;918720780;0780;12-05-2024;Zwartbont;M;BE;714963058;09-08-2024;;6259491
NL;655407870;0787;13-05-2024;Zwartbont;M;NL;757598694;16-08-2024;;6259491
NL;655407887;0788;14-05-2024;Zwartbont;M;NL;757598959;16-08-2024;;6259491
NL;965507916;0791;10-02-2024;Zwartbont;M;NL;546977480;08-05-2024;;6259491
NL;893407979;0797;18-05-2024;Zwartbont;M;NL;620203027;09-08-2024;;6259491
NL;544908039;0803;17-05-2024;Roodbont;M;NL;617601263;09-08-2024;;6259491
NL;874308071;0807;06-05-2024;Zwartbont;M;NL;889500512;16-08-2024;;6259491
NL;764608140;0814;12-02-2024;Roodbont;M;NL;753200579;08-05-2024;;6259491
NL;681508154;0815;05-01-2024;Zwartbont;M;NL;918491585;11-04-2024;;6259491
NL;597808179;0817;17-05-2024;Zwartbont;M;NL;732606888;09-08-2024;;6259491
NL;597808201;0820;01-04-2024;Zwartbont;M;NL;732606871;24-06-2024;;6259491
NL;681108257;0825;17-05-2024;Zwartbont;M;NL;737005105;16-08-2024;;6259491
NL;927408277;0827;16-05-2024;Zwartbont;M;NL;540902323;09-08-2024;;6259491
NL;567608309;0830;03-01-2024;Zwartbont;M;DE;1504132320;11-04-2024;;6259491
LU;718310837;0837;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;755608371;0837;20-05-2024;Zwartbont;M;NL;662692692;09-08-2024;;6259491
NL;928308411;0841;15-05-2024;Zwartbont;V;NL;666602291;16-08-2024;;6259491
NL;966408470;0847;25-03-2024;Roodbont;M;NL;595605338;24-06-2024;;6259491
BE;918570850;0850;09-05-2024;Zwartbont;M;BE;720230214;09-08-2024;;6259491
LU;518350854;0854;08-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;711008568;0856;30-03-2024;Zwartbont;M;NL;574501743;24-06-2024;;6259491
NL;688408572;0857;12-05-2024;Zwartbont;M;NL;563896481;16-08-2024;;6259491
NL;542108644;0864;09-02-2024;Zwartbont;M;NL;766901414;08-05-2024;;6259491
BE;518490869;0869;31-03-2024;Zwartbont;M;BE;618470225;24-06-2024;;6259491
BE;918490870;0870;31-03-2024;Roodbont;M;BE;917640428;24-06-2024;;6259491
BE;518490872;0872;28-03-2024;Zwartbont;M;BE;021401426;24-06-2024;;6259491
NL;766608849;0884;11-05-2024;Zwartbont;M;NL;677301765;09-08-2024;;6259491
NL;876508851;0885;02-04-2024;Zwartbont;M;NL;625698608;24-06-2024;;6259491
NL;606908867;0886;08-01-2024;Zwartbont;M;NL;623896798;11-04-2024;;6259491
NL;540008917;0891;14-02-2024;Zwartbont;M;NL;617506153;08-05-2024;;6259491
NL;542108916;0891;12-05-2024;Blauwbont;M;NL;878294185;09-08-2024;;6259491
NL;947808985;0898;19-05-2024;Zwartbont;M;NL;695505772;09-08-2024;;6259491
NL;936009135;0913;29-03-2024;Zwartbont;M;NL;576407551;24-06-2024;;6259491
NL;930709253;0925;31-03-2024;Zwartbont;M;NL;697001614;24-06-2024;;6259491
NL;930709260;0926;31-03-2024;Zwartbont;M;NL;937399563;24-06-2024;;6259491
NL;563009281;0928;05-01-2024;Zwartbont;M;NL;676089341;11-04-2024;;6259491
NL;617909338;0933;01-04-2024;Zwartbont;M;NL;699906133;24-06-2024;;6259491
NL;842509363;0936;26-03-2024;Roodbont;M;NL;751051432;24-06-2024;;6259491
NL;719209378;0937;11-05-2024;Roodbont;M;NL;548905034;09-08-2024;;6259491
NL;918109417;0941;16-02-2024;Zwartbont;M;NL;927243919;08-05-2024;;6259491
NL;607309427;0942;17-05-2024;Roodbont;M;NL;725207270;16-08-2024;;6259491
LU;818310943;0943;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;549709444;0944;11-02-2024;Eenkleurig bruin;M;NL;674404193;08-05-2024;;6259491
NL;738809490;0949;19-05-2024;Zwartbont;M;NL;865376139;09-08-2024;;6259491
NL;966409505;0950;10-02-2024;Roodbont;M;NL;591102671;08-05-2024;;6259491
NL;540209572;0957;10-02-2024;Zwartbont;M;NL;672404627;08-05-2024;;6259491
NL;540209596;0959;10-02-2024;Zwartbont;M;NL;671899170;08-05-2024;;6259491
NL;582809617;0961;16-05-2024;Zwartbont;M;NL;672337486;16-08-2024;;6259491
NL;679309653;0965;16-05-2024;Zwartbont;M;NL;579535134;16-08-2024;;6259491
BE;822290966;0966;15-02-2024;Zwartbont;M;BE;413492704;08-05-2024;;6259491
NL;542709687;0968;14-05-2024;Zwartbont;M;NL;659404231;09-08-2024;;6259491
NL;655409799;0979;09-05-2024;Blauwbont;M;NL;734689317;09-08-2024;;6259491
NL;655409821;0982;13-05-2024;Blauwbont;M;NL;890335824;09-08-2024;;6259491
NL;582809840;0984;03-04-2024;Zwartbont;M;NL;741623841;24-06-2024;;6259491
NL;720109870;0987;12-02-2024;Zwartbont;M;NL;683703061;08-05-2024;;6259491
NL;582809888;0988;02-04-2024;Zwartbont;M;NL;672338030;24-06-2024;;6259491
NL;738809964;0996;30-03-2024;Zwartbont;M;NL;708889998;24-06-2024;;6259491
NL;738809988;0998;31-03-2024;Zwartbont;M;NL;899261078;24-06-2024;;6259491
LU;818971002;1002;11-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;617910099;1009;10-02-2024;Zwartbont;M;NL;737829543;08-05-2024;;6259491
NL;617910138;1013;15-02-2024;Zwartbont;M;NL;562004672;08-05-2024;;6259491
NL;624710134;1013;03-04-2024;Zwartbont;M;NL;591507458;24-06-2024;;6259491
LU;718951020;1020;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;518951021;1021;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;419041022;1022;27-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;222291023;1023;02-04-2024;Zwartbont;M;BE;614814481;24-06-2024;;6259491
LU;919041025;1025;29-03-2024;Zwartbont;M;;;24-06-2024;;6259491
FR;5455911025;1025;27-12-2023;Zwartbont;M;FR;5455563055;11-04-2024;;6259491
LU;318861028;1028;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;633110280;1028;12-02-2024;Zwartbont;M;NL;572507439;08-05-2024;;6259491
LU;118831030;1030;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;607310311;1031;11-05-2024;Zwartbont;M;NL;691803331;09-08-2024;;6259491
LU;119041032;1032;31-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;819041034;1034;31-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;418891041;1041;29-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;218891042;1042;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;018891043;1043;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;718891045;1045;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;567610481;1048;27-03-2024;Zwartbont;M;NL;887902608;24-06-2024;;6259491
NL;563010517;1051;01-05-2024;Zwartbont;M;NL;681307599;16-08-2024;;6259491
NL;942910519;1051;15-05-2024;Zwartbont;M;NL;573231274;09-08-2024;;6259491
NL;563010524;1052;15-05-2024;Zwartbont;M;NL;620303435;16-08-2024;;6259491
NL;642910529;1052;12-05-2024;Zwartbont;M;NL;692121669;09-08-2024;;6259491
LU;818781054;1054;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;722291060;1060;06-05-2024;Zwartbont;M;BE;014203483;09-08-2024;;6259491
NL;594610672;1067;04-01-2024;Zwartbont;M;NL;586707081;11-04-2024;;6259491
LU;118671070;1070;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;218571073;1073;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;919041073;1073;05-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;418911076;1076;07-05-2024;Zwartbont;M;;;16-08-2024;;6259491
LU;119041078;1078;06-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;022551082;1082;14-05-2024;Zwartbont;M;BE;019200155;09-08-2024;;6259491
LU;819041082;1082;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;118781084;1084;16-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;683210927;1092;17-05-2024;Zwartbont;M;NL;728918832;09-08-2024;;6259491
BE;022121102;1102;13-05-2024;Zwartbont;M;BE;036832069;09-08-2024;;6259491
LU;118261109;1109;09-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;518261110;1110;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;937811113;1111;19-05-2024;Zwartbont;M;NL;688668943;09-08-2024;;6259491
BE;522021120;1120;12-05-2024;Roodbont;M;BE;122172057;09-08-2024;;6259491
NL;744011234;1123;01-02-2024;Zwartbont;M;NL;580303807;01-07-2024;;6259491
LU;418351124;1124;28-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;018351126;1126;31-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;698111440;1144;05-04-2024;Zwartbont;M;NL;577201783;24-06-2024;;6259491
NL;920511446;1144;28-04-2024;Roodbont;M;NL;969302928;09-08-2024;;6259491
NL;744011582;1158;06-05-2024;Zwartbont;M;NL;580303946;09-08-2024;;6259491
NL;638811636;1163;09-02-2024;Zwartbont;M;NL;581008802;08-05-2024;;6259491
NL;608311656;1165;03-01-2024;Zwartbont;M;NL;575108778;11-04-2024;;6259491
NL;625811654;1165;02-04-2024;Roodbont;M;NL;695106164;24-06-2024;;6259491
NL;682811712;1171;15-05-2024;Zwartbont;M;NL;614808537;09-08-2024;;6259491
NL;924811775;1177;09-05-2024;Zwartbont;M;NL;649406227;09-08-2024;;6259491
NL;866511887;1188;03-01-2024;Zwartbont;M;NL;625310182;11-04-2024;;6259491
NL;593811919;1191;02-04-2024;Zwartbont;M;NL;747306986;24-06-2024;;6259491
BE;321941204;1204;12-02-2024;Zwart-wit;M;BE;614247978;08-05-2024;;6259491
NL;893412050;1205;18-05-2024;Zwartbont;M;NL;741508012;09-08-2024;;6259491
NL;722912193;1219;11-05-2024;Roodbont;M;NL;634797558;09-08-2024;;6259491
NL;722912249;1224;20-05-2024;Roodbont;M;NL;561287436;09-08-2024;;6259491
NL;636812365;1236;10-05-2024;Roodbont;M;NL;608703497;09-08-2024;;6259491
NL;684412377;1237;25-03-2024;Roodbont;M;NL;927511056;24-06-2024;;6259491
LU;118371240;1240;10-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;818371242;1242;15-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;869512458;1245;14-05-2024;Zwartbont;M;NL;647709939;09-08-2024;;6259491
NL;722112553;1255;12-05-2024;Zwartbont;M;NL;682197946;09-08-2024;;6259491
NL;722112577;1257;11-05-2024;Zwartbont;M;NL;865795459;09-08-2024;;6259491
NL;593612660;1266;13-05-2024;Zwartbont;M;NL;888807443;16-08-2024;;6259491
NL;646612768;1276;11-02-2024;Roodbont;M;NL;649708488;08-05-2024;;6259491
NL;646612782;1278;08-02-2024;Roodbont;M;NL;667707302;08-05-2024;;6259491
NL;682312859;1285;02-04-2024;Roodbont;M;NL;694103450;24-06-2024;;6259491
NL;765512859;1285;17-05-2024;Zwartbont;M;NL;643402382;09-08-2024;;6259491
NL;563712916;1291;04-01-2024;Zwartbont;M;NL;699907376;11-04-2024;;6259491
NL;563712947;1294;08-01-2024;Zwartbont;M;NL;699907150;11-04-2024;;6259491
NL;635113111;1311;09-01-2024;Zwartbont;M;NL;936179096;11-04-2024;;6259491
LU;118331323;1323;10-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;218341324;1324;28-03-2024;Zwartbont;M;;;24-06-2024;;6259491
LU;718341327;1327;30-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;922213429;1342;09-05-2024;Roodbont;M;NL;641904297;09-08-2024;;6259491
NL;686213518;1351;12-05-2024;Zwartbont;M;NL;634704231;09-08-2024;;6259491
NL;617813572;1357;09-05-2024;Zwartbont;M;NL;968508998;09-08-2024;;6259491
NL;748413667;1366;15-05-2024;Zwartbont;M;NL;576305318;09-08-2024;;6259491
NL;748413681;1368;15-05-2024;Zwartbont;M;NL;695507040;16-08-2024;;6259491
NL;641713756;1375;12-02-2024;Zwartbont;M;NL;541308762;08-05-2024;;6259491
NL;654513905;1390;12-02-2024;Zwartbont;M;NL;654513880;08-05-2024;;6259491
LU;618341403;1403;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;928814040;1404;17-05-2024;Zwartbont;M;NL;964905760;09-08-2024;;6259491
NL;928814064;1406;17-05-2024;Zwartbont;M;NL;964906112;09-08-2024;;6259491
NL;598314071;1407;10-05-2024;Zwartbont;M;NL;672296567;09-08-2024;;6259491
NL;641714115;1411;17-05-2024;Zwartbont;M;NL;586604263;09-08-2024;;6259491
NL;641714146;1414;21-05-2024;Zwartbont;M;NL;541308933;09-08-2024;;6259491
NL;624114204;1420;04-05-2024;Zwartbont;M;DK;04289904246;09-08-2024;;6259491
NL;928814336;1433;08-02-2024;Zwartbont;M;NL;760400559;08-05-2024;;6259491
BE;723351448;1448;01-04-2024;Zwartbont;M;BE;317441254;24-06-2024;;6259491
BE;518951455;1455;02-04-2024;Roodbont;M;BE;634362009;24-06-2024;;6259491
BE;118951474;1474;12-05-2024;Zwartbont;M;BE;534672203;09-08-2024;;6259491
FR;8844661480;1480;24-12-2023;Zwartbont;M;FR;8844318661;11-04-2024;;6259491
BE;426221482;1482;09-05-2024;Zwartbont;M;BE;014347129;09-08-2024;;6259491
NL;725614906;1490;23-01-2024;Zwartbont;M;NL;708711677;08-05-2024;;6259491
NL;639115003;1500;21-02-2024;Zwartbont;M;NL;928907814;08-05-2024;;6259491
NL;541215013;1501;24-03-2024;Zwartbont;M;NL;878180466;24-06-2024;;6259491
NL;541215068;1506;25-03-2024;Roodbont;M;NL;934575759;24-06-2024;;6259491
NL;541215082;1508;26-03-2024;Roodbont;M;NL;891860707;24-06-2024;;6259491
NL;732215088;1508;20-05-2024;Zwartbont;M;NL;586805905;09-08-2024;;6259491
NL;948515093;1509;15-02-2024;Zwartbont;M;NL;692211054;08-05-2024;;6259491
NL;948515101;1510;14-02-2024;Zwartbont;M;NL;692211016;08-05-2024;;6259491
NL;948715198;1519;14-05-2024;Roodbont;M;NL;580209480;16-08-2024;;6259491
NL;928115594;1559;16-02-2024;Zwartbont;M;NL;681000179;08-05-2024;;6259491
NL;928115602;1560;12-02-2024;Zwartbont;M;DE;0362122151;08-05-2024;;6259491
NL;680515610;1561;08-05-2024;Zwartbont;M;NL;645705841;16-08-2024;;6259491
NL;753015625;1562;04-01-2024;Zwartbont;M;NL;680712514;11-04-2024;;6259491
BE;427771571;1571;14-05-2024;Zwartbont;M;BE;417580923;09-08-2024;;6259491
NL;660515777;1577;17-05-2024;Zwartbont;M;NL;696112883;16-08-2024;;6259491
NL;660515924;1592;10-02-2024;Zwartbont;M;NL;728209635;08-05-2024;;6259491
NL;758415945;1594;05-01-2024;Zwartbont;M;NL;739610235;11-04-2024;;6259491
NL;758415952;1595;05-01-2024;Zwartbont;M;NL;574511627;11-04-2024;;6259491
NL;563715991;1599;15-02-2024;Zwartbont;M;NL;745807571;08-05-2024;;6259491
NL;628216047;1604;11-02-2024;Roodbont;M;NL;708108569;08-05-2024;;6259491
NL;628216054;1605;10-02-2024;Roodbont;M;NL;563311155;08-05-2024;;6259491
NL;540516100;1610;05-01-2024;Blauwbont;M;DE;0361294835;11-04-2024;;6259491
NL;597516241;1624;09-02-2024;Zwartbont;M;NL;896914434;08-05-2024;;6259491
BE;266741643;1643;09-02-2024;Zwart-wit;M;BE;964893010;08-05-2024;;6259491
NL;654216509;1650;02-05-2024;Zwartbont;M;NL;967712543;16-08-2024;;6259491
NL;654216592;1659;30-04-2024;Zwartbont;M;NL;883504121;09-08-2024;;6259491
BE;329651663;1663;11-02-2024;Zwartbont;M;BE;414964625;08-05-2024;;6259491
BE;029241665;1665;12-02-2024;Zwart-wit;M;BE;220211755;08-05-2024;;6259491
BE;829651666;1666;12-02-2024;Zwart-wit;M;BE;813133804;08-05-2024;;6259491
NL;723916730;1673;06-05-2024;Zwartbont;M;NL;566518230;09-08-2024;;6259491
LU;818291679;1679;31-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;129651681;1681;27-03-2024;Blauwbont;M;BE;714964646;24-06-2024;;6259491
BE;129651682;1682;27-03-2024;Zwartbont;M;BE;814964637;24-06-2024;;6259491
NL;694616826;1682;10-05-2024;Zwartbont;M;NL;728715132;09-08-2024;;6259491
BE;829651683;1683;27-03-2024;Zwartbont;M;BE;814964640;24-06-2024;;6259491
BE;429651685;1685;28-03-2024;Zwartbont;M;BE;214964643;24-06-2024;;6259491
BE;229651686;1686;28-03-2024;Zwartbont;M;BE;713133715;24-06-2024;;6259491
BE;929651688;1688;28-03-2024;Zwartbont;M;BE;814964623;24-06-2024;;6259491
BE;729651689;1689;29-03-2024;Zwartbont;M;BE;914964600;24-06-2024;;6259491
LU;918291690;1690;11-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;886116950;1695;14-02-2024;Roodbont;M;NL;589908005;08-05-2024;;6259491
NL;886116967;1696;14-02-2024;Roodbont;M;NL;589907963;08-05-2024;;6259491
NL;886116981;1698;09-02-2024;Roodbont;M;NL;549510202;08-05-2024;;6259491
NL;886116998;1699;08-02-2024;Roodbont;M;NL;936203124;08-05-2024;;6259491
BE;429651704;1704;12-05-2024;Zwartbont;M;BE;114964524;09-08-2024;;6259491
LU;818351718;1718;17-05-2024;Zwartbont;M;;;16-08-2024;;6259491
NL;737717224;1722;13-05-2024;Zwartbont;M;NL;618011502;09-08-2024;;6259491
NL;737717231;1723;12-05-2024;Zwartbont;M;NL;628109747;09-08-2024;;6259491
NL;737717248;1724;11-05-2024;Zwartbont;M;NL;682108049;09-08-2024;;6259491
NL;579017377;1737;31-03-2024;Zwartbont;M;NL;934198633;24-06-2024;;6259491
NL;579017430;1743;17-05-2024;Zwartbont;M;NL;895898517;09-08-2024;;6259491
NL;647017438;1743;19-05-2024;Zwartbont;M;NL;890501038;09-08-2024;;6259491
BE;929321744;1744;09-05-2024;Roodbont;M;BE;718700241;09-08-2024;;6259491
BE;729321745;1745;09-05-2024;Zwartbont;M;BE;318770423;09-08-2024;;6259491
NL;967917542;1754;14-05-2024;Zwartbont;M;NL;926114126;16-08-2024;;6259491
NL;967917559;1755;17-05-2024;Zwartbont;M;NL;965409612;16-08-2024;;6259491
NL;625317664;1766;12-05-2024;Zwartbont;M;NL;942312241;09-08-2024;;6259491
NL;681217786;1778;25-03-2024;Zwartbont;M;NL;649112261;24-06-2024;;6259491
NL;653017893;1789;31-03-2024;Zwartbont;M;NL;767277943;24-06-2024;;6259491
NL;653017901;1790;04-04-2024;Zwartbont;M;NL;942514739;24-06-2024;;6259491
NL;766417980;1798;08-05-2024;Zwartbont;M;NL;599308051;16-08-2024;;6259491
NL;689117996;1799;09-02-2024;Roodbont;M;NL;580514663;08-05-2024;;6259491
NL;689118007;1800;12-02-2024;Roodbont;M;NL;608011679;08-05-2024;;6259491
NL;587618119;1811;05-01-2024;Zwartbont;M;NL;944577354;11-04-2024;;6259491
NL;757818150;1815;19-05-2024;Zwartbont;M;NL;618516463;09-08-2024;;6259491
NL;876518160;1816;16-05-2024;Roodbont;M;NL;643830677;16-08-2024;;6259491
NL;579318179;1817;12-02-2024;Blauwbont;M;NL;666913559;08-05-2024;;6259491
